Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
25-Apr-24,EQ,"1,824.00","1,840.90","1,814.05","1,821.25","1,823.90","1,821.40","1,825.14","2,428.35","1,665.00","89,122","16,26,60,554.05","7,665"
24-Apr-24,EQ,"1,780.50","1,840.00","1,778.00","1,771.30","1,820.00","1,821.25","1,817.05","2,428.35","1,665.00","1,93,975","35,24,63,073.55","23,323"
23-Apr-24,EQ,"1,778.95","1,790.05","1,765.00","1,766.40","1,772.00","1,771.30","1,775.73","2,428.35","1,665.00","61,942","10,99,92,356.35","6,563"
22-Apr-24,EQ,"1,761.00","1,794.80","1,759.95","1,747.70","1,766.00","1,766.40","1,777.18","2,428.35","1,665.00","1,08,634","19,30,61,910.90","11,387"
19-Apr-24,EQ,"1,715.05","1,760.90","1,706.05","1,758.85","1,743.80","1,747.70","1,736.30","2,428.35","1,665.00","71,353","12,38,90,554.60","9,716"
18-Apr-24,EQ,"1,773.20","1,796.00","1,751.25","1,744.30","1,763.15","1,758.85","1,769.74","2,428.35","1,665.00","1,30,913","23,16,82,584.25","13,408"
16-Apr-24,EQ,"1,711.00","1,773.65","1,682.05","1,711.40","1,748.00","1,744.30","1,745.87","2,428.35","1,665.00","92,570","16,16,15,611.55","13,740"
15-Apr-24,EQ,"1,708.55","1,739.00","1,675.00","1,757.90","1,720.00","1,711.40","1,713.54","2,428.35","1,665.00","1,25,810","21,55,80,429.35","19,049"
12-Apr-24,EQ,"1,762.50","1,789.25","1,751.05","1,753.85","1,762.00","1,757.90","1,771.35","2,428.35","1,665.00","1,02,790","18,20,77,000.50","10,383"
10-Apr-24,EQ,"1,778.95","1,780.45","1,708.45","1,770.20","1,754.50","1,753.85","1,740.70","2,428.35","1,665.00","1,84,358","32,09,11,791.35","17,347"
09-Apr-24,EQ,"1,759.60","1,795.00","1,759.60","1,750.10","1,775.00","1,770.20","1,780.41","2,428.35","1,665.00","1,23,830","22,04,68,770.40","12,220"
08-Apr-24,EQ,"1,792.80","1,798.00","1,745.55","1,772.65","1,757.00","1,750.10","1,754.95","2,428.35","1,665.00","1,75,093","30,72,79,352.40","17,474"
05-Apr-24,EQ,"1,780.05","1,799.30","1,765.00","1,790.30","1,771.00","1,772.65","1,775.65","2,428.35","1,665.00","2,29,920","40,82,57,009.25","19,705"
04-Apr-24,EQ,"1,814.65","1,832.95","1,765.00","1,789.65","1,788.00","1,790.30","1,785.53","2,428.35","1,665.00","2,91,628","52,07,10,864.65","21,351"
03-Apr-24,EQ,"1,805.00","1,810.00","1,786.20","1,801.95","1,792.00","1,789.65","1,793.40","2,428.35","1,665.00","2,27,866","40,86,54,886.30","17,508"
02-Apr-24,EQ,"1,847.00","1,852.00","1,797.10","1,839.80","1,810.00","1,801.95","1,815.05","2,428.35","1,665.00","2,36,384","42,90,48,764.20","20,522"
01-Apr-24,EQ,"1,824.00","1,866.95","1,824.00","1,804.15","1,842.00","1,839.80","1,842.22","2,428.35","1,665.00","1,46,750","27,03,45,200.10","13,138"
28-Mar-24,EQ,"1,803.95","1,862.95","1,795.65","1,770.60","1,809.00","1,804.15","1,830.87","2,428.35","1,665.00","3,18,457","58,30,54,083.85","28,397"
27-Mar-24,EQ,"1,808.00","1,858.15","1,760.00","1,794.20","1,776.00","1,770.60","1,800.90","2,428.35","1,665.00","5,58,875","1,00,64,76,463.85","40,697"
26-Mar-24,EQ,"1,850.05","1,850.05","1,786.00","1,869.85","1,798.00","1,794.20","1,807.34","2,428.35","1,665.00","3,35,857","60,70,09,355.05","37,265"
22-Mar-24,EQ,"1,873.85","1,904.90","1,865.05","1,869.25","1,869.05","1,869.85","1,875.01","2,428.35","1,665.00","1,48,116","27,77,18,392.80","14,017"
21-Mar-24,EQ,"1,890.00","1,969.80","1,862.00","1,856.10","1,870.00","1,869.25","1,907.40","2,428.35","1,665.00","2,73,565","52,17,97,696.80","31,032"
20-Mar-24,EQ,"1,928.00","1,961.25","1,850.00","1,896.80","1,855.00","1,856.10","1,888.49","2,428.35","1,664.90","2,51,295","47,45,67,095.25","24,978"
19-Mar-24,EQ,"1,880.00","2,065.45","1,867.55","1,875.70","1,903.90","1,896.80","1,973.14","2,428.35","1,660.00","6,47,293","1,27,72,02,729.75","57,351"
18-Mar-24,EQ,"1,892.00","1,902.95","1,860.25","1,892.00","1,872.00","1,875.70","1,878.41","2,428.35","1,652.50","71,814","13,48,96,338.35","7,405"
15-Mar-24,EQ,"1,876.10","1,934.95","1,850.00","1,866.75","1,888.90","1,892.00","1,891.80","2,428.35","1,629.05","2,00,381","37,90,80,385.45","21,654"
14-Mar-24,EQ,"1,679.95","1,944.00","1,665.00","1,709.90","1,870.05","1,866.75","1,856.72","2,428.35","1,490.15","3,50,234","65,02,87,223.85","43,670"
13-Mar-24,EQ,"1,798.35","1,837.45","1,685.00","1,792.50","1,706.30","1,709.90","1,738.73","2,428.35","1,415.00","2,15,207","37,41,87,536.55","31,623"
12-Mar-24,EQ,"1,820.00","1,895.00","1,750.00","1,803.60","1,794.05","1,792.50","1,805.09","2,428.35","1,390.00","2,44,997","44,22,41,547.60","35,078"
11-Mar-24,EQ,"1,916.75","1,921.05","1,779.00","1,897.80","1,820.00","1,803.60","1,850.29","2,428.35","1,390.00","1,57,391","29,12,18,737.80","19,899"
07-Mar-24,EQ,"1,902.30","1,988.25","1,890.00","1,902.25","1,894.00","1,897.80","1,934.54","2,428.35","1,390.00","1,83,174","35,43,57,726.35","22,358"
06-Mar-24,EQ,"2,004.80","2,006.10","1,890.00","2,002.40","1,908.65","1,902.25","1,932.55","2,428.35","1,390.00","1,64,059","31,70,51,475.65","21,596"
05-Mar-24,EQ,"2,087.95","2,113.95","1,991.00","2,089.00","1,999.80","2,002.40","2,040.46","2,428.35","1,352.50","1,80,694","36,86,98,741.55","18,458"
04-Mar-24,EQ,"2,154.90","2,157.90","2,076.00","2,147.10","2,089.00","2,089.00","2,118.12","2,428.35","1,349.45","1,35,632","28,72,84,527.65","15,768"
02-Mar-24,EQ,"2,150.00","2,218.00","2,131.00","2,143.10","2,140.00","2,147.10","2,155.85","2,428.35","1,349.45","30,967","6,67,60,097.95","3,223"
01-Mar-24,EQ,"2,184.60","2,200.85","2,129.00","2,166.90","2,130.00","2,143.10","2,166.48","2,428.35","1,349.45","1,24,089","26,88,36,134.10","12,889"
29-Feb-24,EQ,"2,175.85","2,230.00","2,112.80","2,175.90","2,179.85","2,166.90","2,155.84","2,428.35","1,349.45","3,39,877","73,27,21,309.00","31,546"
28-Feb-24,EQ,"2,250.70","2,250.70","2,155.00","2,250.70","2,188.00","2,175.90","2,195.85","2,428.35","1,349.45","1,21,675","26,71,80,210.75","14,942"
27-Feb-24,EQ,"2,195.00","2,318.80","2,187.05","2,188.30","2,252.15","2,250.70","2,276.71","2,428.35","1,349.45","2,91,731","66,41,86,507.20","31,487"
26-Feb-24,EQ,"2,200.95","2,235.95","2,179.80","2,204.95","2,183.00","2,188.30","2,200.66","2,428.35","1,349.45","1,10,346","24,28,34,347.00","12,551"
23-Feb-24,EQ,"2,236.50","2,318.80","2,190.00","2,226.90","2,198.00","2,204.95","2,234.96","2,428.35","1,293.00","2,99,525","66,94,25,181.80","29,197"
22-Feb-24,EQ,"2,317.00","2,319.20","2,210.00","2,310.25","2,222.00","2,226.90","2,238.97","2,428.35","1,275.10","3,94,250","88,27,12,026.40","37,314"
21-Feb-24,EQ,"2,300.00","2,414.25","2,272.00","2,289.50","2,309.00","2,310.25","2,336.00","2,428.35","1,252.00","3,68,326","86,04,09,054.45","32,833"
20-Feb-24,EQ,"2,304.00","2,354.40","2,263.90","2,381.75","2,293.00","2,289.50","2,302.75","2,428.35","1,248.50","2,67,436","61,58,38,303.75","27,503"
19-Feb-24,EQ,"2,054.00","2,428.35","2,054.00","2,023.65","2,340.00","2,381.75","2,278.71","2,428.35","1,248.50","10,97,472","2,50,08,24,694.55","78,399"
16-Feb-24,EQ,"2,024.00","2,060.00","2,011.00","2,007.05","2,028.00","2,023.65","2,034.07","2,208.00","1,242.10","61,096","12,42,73,621.15","7,814"
15-Feb-24,EQ,"2,024.60","2,047.20","1,993.30","2,004.80","2,007.65","2,007.05","2,013.34","2,208.00","1,240.00","60,461","12,17,28,423.25","7,551"
14-Feb-24,EQ,"2,000.00","2,039.95","1,983.05","2,014.45","2,000.00","2,004.80","2,014.57","2,208.00","1,232.00","65,845","13,26,49,072.20","8,380"
13-Feb-24,EQ,"2,099.85","2,099.85","1,863.45","2,066.75","2,008.00","2,014.45","1,979.01","2,208.00","1,232.00","2,21,545","43,84,40,326.35","24,984"
12-Feb-24,EQ,"2,045.00","2,208.00","2,025.00","2,013.45","2,098.10","2,066.75","2,118.74","2,208.00","1,232.00","4,93,017","1,04,45,75,855.30","47,779"
09-Feb-24,EQ,"1,979.30","2,048.00","1,938.05","1,979.30","2,008.00","2,013.45","2,001.64","2,050.50","1,232.00","2,04,376","40,90,86,604.95","21,650"
08-Feb-24,EQ,"2,015.00","2,015.45","1,973.40","2,002.40","1,978.45","1,979.30","1,988.30","2,050.50","1,232.00","53,529","10,64,31,894.95","7,057"
07-Feb-24,EQ,"2,048.20","2,050.50","1,991.40","2,028.25","2,002.00","2,002.40","2,020.75","2,050.50","1,232.00","69,820","14,10,88,852.85","9,318"
06-Feb-24,EQ,"2,000.00","2,050.00","1,973.00","1,972.95","2,029.00","2,028.25","2,023.66","2,050.00","1,232.00","1,75,627","35,54,08,606.40","19,382"
05-Feb-24,EQ,"1,987.60","2,032.00","1,952.95","1,948.65","1,974.00","1,972.95","1,992.98","2,048.00","1,189.00","1,46,004","29,09,83,020.05","17,475"
02-Feb-24,EQ,"2,007.00","2,048.00","1,935.00","1,968.00","1,956.00","1,948.65","2,001.58","2,048.00","1,189.00","2,22,849","44,60,49,007.35","24,279"
01-Feb-24,EQ,"1,927.60","2,010.00","1,920.05","1,916.70","1,963.00","1,968.00","1,972.91","2,010.00","1,189.00","3,41,763","67,42,66,667.55","30,654"
31-Jan-24,EQ,"1,949.00","1,977.20","1,880.00","1,900.40","1,914.00","1,916.70","1,930.44","2,006.80","1,189.00","2,78,059","53,67,75,242.70","26,424"
30-Jan-24,EQ,"1,916.00","1,924.00","1,886.75","1,900.10","1,896.00","1,900.40","1,902.93","2,006.80","1,180.50","50,460","9,60,21,961.00","6,756"
29-Jan-24,EQ,"1,876.95","1,946.00","1,855.25","1,849.35","1,910.00","1,900.10","1,921.30","2,006.80","1,180.50","1,51,152","29,04,08,052.85","15,203"
25-Jan-24,EQ,"1,866.70","1,883.00","1,805.00","1,850.70","1,840.00","1,849.35","1,859.10","2,006.80","1,178.00","44,314","8,23,84,306.30","5,927"
24-Jan-24,EQ,"1,788.05","1,888.00","1,771.40","1,801.65","1,863.90","1,850.70","1,846.75","2,006.80","1,178.00","1,00,742","18,60,45,790.50","11,334"
23-Jan-24,EQ,"1,873.00","1,882.95","1,790.00","1,872.70","1,801.20","1,801.65","1,828.04","2,006.80","1,178.00","99,578","18,20,32,113.05","16,279"
20-Jan-24,EQ,"1,921.85","1,921.85","1,869.70","1,896.15","1,871.90","1,872.70","1,885.78","2,006.80","1,178.00","54,240","10,22,84,837.60","7,010"
19-Jan-24,EQ,"1,905.00","1,941.80","1,879.60","1,889.65","1,902.00","1,896.15","1,911.84","2,006.80","1,178.00","99,399","19,00,34,724.55","13,066"
18-Jan-24,EQ,"1,917.80","1,929.65","1,764.70","1,915.70","1,895.60","1,889.65","1,861.28","2,006.80","1,175.55","1,60,203","29,81,81,981.85","18,913"
17-Jan-24,EQ,"1,850.00","1,967.95","1,826.00","1,857.95","1,920.00","1,915.70","1,903.55","2,006.80","1,175.55","1,98,844","37,85,09,362.40","20,873"
16-Jan-24,EQ,"1,833.00","1,892.95","1,820.00","1,823.95","1,866.65","1,857.95","1,854.52","2,006.80","1,175.55","1,63,902","30,39,59,122.65","19,572"
15-Jan-24,EQ,"1,897.00","1,897.00","1,779.35","1,879.30","1,834.70","1,823.95","1,830.94","2,006.80","1,175.55","1,29,982","23,79,89,730.95","16,858"
12-Jan-24,EQ,"1,927.85","1,937.40","1,870.00","1,935.95","1,881.80","1,879.30","1,893.53","2,006.80","1,175.55","1,60,621","30,41,40,298.20","16,960"
11-Jan-24,EQ,"1,948.00","2,006.80","1,910.05","1,930.60","1,927.90","1,935.95","1,955.45","2,006.80","1,160.00","3,58,824","70,16,62,109.80","30,226"
10-Jan-24,EQ,"1,899.00","1,965.00","1,850.00","1,900.70","1,929.00","1,930.60","1,915.06","1,965.15","1,113.35","4,34,148","83,14,18,275.85","39,188"
09-Jan-24,EQ,"1,900.95","1,965.15","1,884.75","1,884.55","1,899.00","1,900.70","1,925.72","1,965.15","1,113.35","3,60,077","69,34,06,176.20","31,303"
08-Jan-24,EQ,"1,719.00","1,924.45","1,719.00","1,698.90","1,894.10","1,884.55","1,842.31","1,924.45","1,113.35","10,81,504","1,99,24,61,619.75","89,319"
05-Jan-24,EQ,"1,690.00","1,744.00","1,664.90","1,681.45","1,701.65","1,698.90","1,707.77","1,744.80","1,113.35","3,15,586","53,89,49,074.65","27,157"
04-Jan-24,EQ,"1,680.00","1,719.90","1,660.00","1,672.80","1,677.50","1,681.45","1,691.81","1,744.80","1,113.35","1,92,407","32,55,16,988.20","18,823"
03-Jan-24,EQ,"1,743.25","1,744.80","1,652.50","1,721.50","1,674.00","1,672.80","1,683.03","1,744.80","1,113.35","2,46,834","41,54,29,993.70","25,870"
02-Jan-24,EQ,"1,645.00","1,735.00","1,629.05","1,619.35","1,733.50","1,721.50","1,693.98","1,735.00","1,113.35","7,41,322","1,25,57,86,846.55","56,867"
01-Jan-24,EQ,"1,498.00","1,667.00","1,490.15","1,464.20","1,623.80","1,619.35","1,614.44","1,667.00","1,113.35","9,71,472","1,56,83,81,941.25","71,902"
29-Dec-23,EQ,"1,420.00","1,464.20","1,415.00","1,394.50","1,464.20","1,464.20","1,450.79","1,475.00","1,113.35","2,03,088","29,46,37,216.75","7,471"
28-Dec-23,EQ,"1,420.00","1,434.60","1,390.00","1,419.85","1,394.20","1,394.50","1,402.83","1,475.00","1,113.35","44,843","6,29,07,123.35","3,976"
27-Dec-23,EQ,"1,440.00","1,460.00","1,413.00","1,440.10","1,419.70","1,419.85","1,425.29","1,475.00","1,113.35","46,426","6,61,70,481.70","3,918"
26-Dec-23,EQ,"1,473.95","1,473.95","1,411.85","1,439.10","1,442.95","1,440.10","1,437.74","1,475.00","1,113.35","97,144","13,96,67,594.70","7,352"
22-Dec-23,EQ,"1,425.00","1,475.00","1,420.00","1,407.15","1,438.00","1,439.10","1,448.13","1,475.00","1,113.35","1,30,002","18,82,59,852.70","9,565"
21-Dec-23,EQ,"1,384.00","1,430.30","1,352.50","1,383.65","1,410.00","1,407.15","1,405.21","1,472.65","1,113.35","70,710","9,93,62,343.40","5,684"
20-Dec-23,EQ,"1,420.00","1,472.65","1,349.45","1,402.55","1,384.00","1,383.65","1,438.74","1,472.65","1,113.35","3,05,361","43,93,36,584.00","15,770"
19-Dec-23,EQ,"1,409.30","1,410.00","1,389.95","1,398.20","1,401.40","1,402.55","1,400.47","1,446.00","1,113.35","51,176","7,16,70,304.95","6,048"
18-Dec-23,EQ,"1,409.35","1,420.00","1,395.00","1,409.35","1,398.00","1,398.20","1,406.87","1,446.00","1,113.35","48,217","6,78,34,979.25","5,832"
15-Dec-23,EQ,"1,410.00","1,425.00","1,390.80","1,395.50","1,420.45","1,409.35","1,407.01","1,446.00","1,113.35","69,569","9,78,84,228.30","5,218"
14-Dec-23,EQ,"1,413.05","1,430.00","1,388.00","1,399.70","1,404.00","1,395.50","1,411.53","1,446.00","1,113.35","61,237","8,64,37,817.45","6,194"
13-Dec-23,EQ,"1,426.00","1,446.00","1,360.00","1,411.55","1,391.00","1,399.70","1,410.98","1,446.00","1,113.35","1,88,620","26,61,38,122.80","12,605"
12-Dec-23,EQ,"1,379.00","1,411.55","1,350.00","1,344.35","1,411.55","1,411.55","1,387.86","1,415.00","1,113.35","2,02,717","28,13,43,455.85","10,048"
11-Dec-23,EQ,"1,315.00","1,344.35","1,293.00","1,280.35","1,344.35","1,344.35","1,333.36","1,448.95","1,113.35","1,23,940","16,52,56,359.75","4,885"
08-Dec-23,EQ,"1,296.00","1,314.85","1,275.10","1,286.45","1,280.95","1,280.35","1,298.06","1,457.95","1,113.35","68,284","8,86,36,898.75","5,835"
07-Dec-23,EQ,"1,260.00","1,295.00","1,252.00","1,255.75","1,285.60","1,286.45","1,275.30","1,479.00","1,113.35","55,807","7,11,70,568.20","4,426"
